"climateSegment","speciesName","count"
"e Climate Segment "," Aristida ramosissima",4
"f Climate Segment "," Aristida ramosissima",2
"a Climate Segment "," Aristida tuberculosa",3
"b Climate Segment "," Aristida tuberculosa",0
"c Climate Segment "," Aristida tuberculosa",0
"d Climate Segment "," Aristida tuberculosa",0
"e Climate Segment "," Aristida tuberculosa",0
"f Climate Segment "," Aristida tuberculosa",0
"a Climate Segment "," Arnoglossum atriplicifolium",13
"b Climate Segment "," Arnoglossum atriplicifolium",10
"c Climate Segment "," Arnoglossum atriplicifolium",8
"d Climate Segment "," Arnoglossum atriplicifolium",6
"e Climate Segment "," Arnoglossum atriplicifolium",8
"f Climate Segment "," Arnoglossum atriplicifolium",6
"a Climate Segment "," Arnoglossum plantagineum",10
"b Climate Segment "," Arnoglossum plantagineum",2
"c Climate Segment "," Arnoglossum plantagineum",2
"d Climate Segment "," Arnoglossum plantagineum",1
"e Climate Segment "," Arnoglossum plantagineum",0
"f Climate Segment "," Arnoglossum plantagineum",0
"a Climate Segment "," Arnoglossum reniforme",0
"b Climate Segment "," Arnoglossum reniforme",2
"c Climate Segment "," Arnoglossum reniforme",2
"d Climate Segment "," Arnoglossum reniforme",3
"e Climate Segment "," Arnoglossum reniforme",6
"f Climate Segment "," Arnoglossum reniforme",4
"a Climate Segment "," Aronia melanocarpa",14
"b Climate Segment "," Aronia melanocarpa",4
"c Climate Segment "," Aronia melanocarpa",2
"d Climate Segment "," Aronia melanocarpa",1
"e Climate Segment "," Aronia melanocarpa",6
"f Climate Segment "," Aronia melanocarpa",1
"a Climate Segment "," Arrhenatherum elatius",1
"b Climate Segment "," Arrhenatherum elatius",0
"c Climate Segment "," Arrhenatherum elatius",0
"d Climate Segment "," Arrhenatherum elatius",0
"e Climate Segment "," Arrhenatherum elatius",1
"f Climate Segment "," Arrhenatherum elatius",0
"a Climate Segment "," Artemisia campestris",11
"b Climate Segment "," Artemisia campestris",1
"c Climate Segment "," Artemisia campestris",0
"d Climate Segment "," Artemisia campestris",0
"e Climate Segment "," Artemisia campestris",0
"f Climate Segment "," Artemisia campestris",0
"a Climate Segment "," Artemisia ludoviciana",3
"b Climate Segment "," Artemisia ludoviciana",2
"c Climate Segment "," Artemisia ludoviciana",0
"d Climate Segment "," Artemisia ludoviciana",1
"e Climate Segment "," Artemisia ludoviciana",0
"f Climate Segment "," Artemisia ludoviciana",0
"a Climate Segment "," Aruncus dioicus",0
"b Climate Segment "," Aruncus dioicus",0
"c Climate Segment "," Aruncus dioicus",1
"d Climate Segment "," Aruncus dioicus",3
"e Climate Segment "," Aruncus dioicus",8
"f Climate Segment "," Aruncus dioicus",3
"a Climate Segment "," Arundinaria gigantea",0
"b Climate Segment "," Arundinaria gigantea",0
"c Climate Segment "," Arundinaria gigantea",0
"d Climate Segment "," Arundinaria gigantea",1
"e Climate Segment "," Arundinaria gigantea",4
"f Climate Segment "," Arundinaria gigantea",6
"a Climate Segment "," Asarum canadense",13
"b Climate Segment "," Asarum canadense",14
"c Climate Segment "," Asarum canadense",17
"d Climate Segment "," Asarum canadense",7
"e Climate Segment "," Asarum canadense",11
"f Climate Segment "," Asarum canadense",5
"a Climate Segment "," Asclepias amplexicaulis",12
"b Climate Segment "," Asclepias amplexicaulis",0
"c Climate Segment "," Asclepias amplexicaulis",0
"d Climate Segment "," Asclepias amplexicaulis",2
"e Climate Segment "," Asclepias amplexicaulis",3
"f Climate Segment "," Asclepias amplexicaulis",2
"a Climate Segment "," Asclepias exaltata",8
"b Climate Segment "," Asclepias exaltata",6
"c Climate Segment "," Asclepias exaltata",5
"d Climate Segment "," Asclepias exaltata",0
"e Climate Segment "," Asclepias exaltata",3
"f Climate Segment "," Asclepias exaltata",1
"a Climate Segment "," Asclepias hirtella",11
"b Climate Segment "," Asclepias hirtella",3
"c Climate Segment "," Asclepias hirtella",0
"d Climate Segment "," Asclepias hirtella",3
"e Climate Segment "," Asclepias hirtella",0
"f Climate Segment "," Asclepias hirtella",1
"a Climate Segment "," Asclepias incarnata",14
"b Climate Segment "," Asclepias incarnata",15
"c Climate Segment "," Asclepias incarnata",8
"d Climate Segment "," Asclepias incarnata",7
"e Climate Segment "," Asclepias incarnata",9
"f Climate Segment "," Asclepias incarnata",6
"a Climate Segment "," Asclepias perennis",0
"b Climate Segment "," Asclepias perennis",0
"c Climate Segment "," Asclepias perennis",0
"d Climate Segment "," Asclepias perennis",1
"e Climate Segment "," Asclepias perennis",5
"f Climate Segment "," Asclepias perennis",4
"a Climate Segment "," Asclepias purpurascens",10
"b Climate Segment "," Asclepias purpurascens",3
"c Climate Segment "," Asclepias purpurascens",1
"d Climate Segment "," Asclepias purpurascens",4
"e Climate Segment "," Asclepias purpurascens",4
"f Climate Segment "," Asclepias purpurascens",7
"a Climate Segment "," Asclepias quadrifolia",0
"b Climate Segment "," Asclepias quadrifolia",1
"c Climate Segment "," Asclepias quadrifolia",1
"d Climate Segment "," Asclepias quadrifolia",4
"e Climate Segment "," Asclepias quadrifolia",11
"f Climate Segment "," Asclepias quadrifolia",1
"a Climate Segment "," Asclepias sullivantii",5
"b Climate Segment "," Asclepias sullivantii",5
"c Climate Segment "," Asclepias sullivantii",2
"d Climate Segment "," Asclepias sullivantii",0
"e Climate Segment "," Asclepias sullivantii",0
"f Climate Segment "," Asclepias sullivantii",0
"a Climate Segment "," Asclepias syriaca",12
"b Climate Segment "," Asclepias syriaca",8
"c Climate Segment "," Asclepias syriaca",7
"d Climate Segment "," Asclepias syriaca",1
"e Climate Segment "," Asclepias syriaca",4
"f Climate Segment "," Asclepias syriaca",3
"a Climate Segment "," Asclepias tuberosa",17
"b Climate Segment "," Asclepias tuberosa",11
"c Climate Segment "," Asclepias tuberosa",3
"d Climate Segment "," Asclepias tuberosa",8
"e Climate Segment "," Asclepias tuberosa",8
"f Climate Segment "," Asclepias tuberosa",1
"a Climate Segment "," Asclepias variegata",0
"b Climate Segment "," Asclepias variegata",0
"c Climate Segment "," Asclepias variegata",0
"d Climate Segment "," Asclepias variegata",1
"e Climate Segment "," Asclepias variegata",2
"f Climate Segment "," Asclepias variegata",5
"a Climate Segment "," Asclepias verticillata",16
"b Climate Segment "," Asclepias verticillata",6
"c Climate Segment "," Asclepias verticillata",3
"d Climate Segment "," Asclepias verticillata",1
"e Climate Segment "," Asclepias verticillata",4
"f Climate Segment "," Asclepias verticillata",4
"a Climate Segment "," Asclepias viridiflora",8
"b Climate Segment "," Asclepias viridiflora",2
"c Climate Segment "," Asclepias viridiflora",0
"d Climate Segment "," Asclepias viridiflora",0
"e Climate Segment "," Asclepias viridiflora",0
"f Climate Segment "," Asclepias viridiflora",1
"a Climate Segment "," Asimina triloba",11
"b Climate Segment "," Asimina triloba",9
"c Climate Segment "," Asimina triloba",7
"d Climate Segment "," Asimina triloba",4
"e Climate Segment "," Asimina triloba",10
"f Climate Segment "," Asimina triloba",5
"a Climate Segment "," Asplenium pinnatifidum",0
"b Climate Segment "," Asplenium pinnatifidum",1
"c Climate Segment "," Asplenium pinnatifidum",0
"d Climate Segment "," Asplenium pinnatifidum",2
"e Climate Segment "," Asplenium pinnatifidum",1
"f Climate Segment "," Asplenium pinnatifidum",1
"a Climate Segment "," Asplenium platyneuron",0
"b Climate Segment "," Asplenium platyneuron",1
"c Climate Segment "," Asplenium platyneuron",7
"d Climate Segment "," Asplenium platyneuron",4
"e Climate Segment "," Asplenium platyneuron",7
"f Climate Segment "," Asplenium platyneuron",7
"a Climate Segment "," Asplenium rhizophyllum",0
"b Climate Segment "," Asplenium rhizophyllum",6
"c Climate Segment "," Asplenium rhizophyllum",4
"d Climate Segment "," Asplenium rhizophyllum",4
"e Climate Segment "," Asplenium rhizophyllum",9
"f Climate Segment "," Asplenium rhizophyllum",4
"a Climate Segment "," Asplenium ruta-muraria",0
"b Climate Segment "," Asplenium ruta-muraria",0
"c Climate Segment "," Asplenium ruta-muraria",0
"d Climate Segment "," Asplenium ruta-muraria",0
"e Climate Segment "," Asplenium ruta-muraria",1
"f Climate Segment "," Asplenium ruta-muraria",0
"a Climate Segment "," Asplenium trichomanes",0
"b Climate Segment "," Asplenium trichomanes",0
"c Climate Segment "," Asplenium trichomanes",2
"d Climate Segment "," Asplenium trichomanes",1
"e Climate Segment "," Asplenium trichomanes",2
"f Climate Segment "," Asplenium trichomanes",1
"a Climate Segment "," Astragalus canadensis",11
"b Climate Segment "," Astragalus canadensis",2
"c Climate Segment "," Astragalus canadensis",0
"d Climate Segment "," Astragalus canadensis",1
"e Climate Segment "," Astragalus canadensis",4
"f Climate Segment "," Astragalus canadensis",5
"a Climate Segment "," Athyrium filix-femina",9
"b Climate Segment "," Athyrium filix-femina",7
"c Climate Segment "," Athyrium filix-femina",7
"d Climate Segment "," Athyrium filix-femina",5
"e Climate Segment "," Athyrium filix-femina",12
"f Climate Segment "," Athyrium filix-femina",5
"a Climate Segment "," Aureolaria flava",8
"b Climate Segment "," Aureolaria flava",5
"c Climate Segment "," Aureolaria flava",3
"d Climate Segment "," Aureolaria flava",5
"e Climate Segment "," Aureolaria flava",5
"f Climate Segment "," Aureolaria flava",3
"a Climate Segment "," Aureolaria pedicularia",13
"b Climate Segment "," Aureolaria pedicularia",0
"c Climate Segment "," Aureolaria pedicularia",0
"d Climate Segment "," Aureolaria pedicularia",0
"e Climate Segment "," Aureolaria pedicularia",0
"f Climate Segment "," Aureolaria pedicularia",0
"a Climate Segment "," Aureolaria virginica",5
"b Climate Segment "," Aureolaria virginica",0
"c Climate Segment "," Aureolaria virginica",0
"d Climate Segment "," Aureolaria virginica",0
"e Climate Segment "," Aureolaria virginica",1
"f Climate Segment "," Aureolaria virginica",2
"a Climate Segment "," Azolla cristata",0
"b Climate Segment "," Azolla cristata",1
"c Climate Segment "," Azolla cristata",0
"d Climate Segment "," Azolla cristata",0
"e Climate Segment "," Azolla cristata",1
"f Climate Segment "," Azolla cristata",0
"a Climate Segment "," Bacopa rotundifolia",0
"b Climate Segment "," Bacopa rotundifolia",0
"c Climate Segment "," Bacopa rotundifolia",0
"d Climate Segment "," Bacopa rotundifolia",1
"e Climate Segment "," Bacopa rotundifolia",2
"f Climate Segment "," Bacopa rotundifolia",1
"a Climate Segment "," Baptisia alba",14
"b Climate Segment "," Baptisia alba",6
"c Climate Segment "," Baptisia alba",1
"d Climate Segment "," Baptisia alba",1
"e Climate Segment "," Baptisia alba",2
"f Climate Segment "," Baptisia alba",3
"a Climate Segment "," Baptisia australis",0
"b Climate Segment "," Baptisia australis",0
"c Climate Segment "," Baptisia australis",0
"d Climate Segment "," Baptisia australis",0
"e Climate Segment "," Baptisia australis",3
"f Climate Segment "," Baptisia australis",1
"a Climate Segment "," Baptisia leucophaea",6
"b Climate Segment "," Baptisia leucophaea",1
"c Climate Segment "," Baptisia leucophaea",0
"d Climate Segment "," Baptisia leucophaea",0
"e Climate Segment "," Baptisia leucophaea",0
"f Climate Segment "," Baptisia leucophaea",0
"a Climate Segment "," Baptisia tinctoria",4
"b Climate Segment "," Baptisia tinctoria",0
"c Climate Segment "," Baptisia tinctoria",0
"d Climate Segment "," Baptisia tinctoria",0
"e Climate Segment "," Baptisia tinctoria",0
"f Climate Segment "," Baptisia tinctoria",0
"a Climate Segment "," Bartonia virginica",11
"b Climate Segment "," Bartonia virginica",1
"c Climate Segment "," Bartonia virginica",1
"d Climate Segment "," Bartonia virginica",0
"e Climate Segment "," Bartonia virginica",2
"f Climate Segment "," Bartonia virginica",0
"a Climate Segment "," Berberis canadensis",1
"b Climate Segment "," Berberis canadensis",0
"c Climate Segment "," Berberis canadensis",0
"d Climate Segment "," Berberis canadensis",0
"e Climate Segment "," Berberis canadensis",0
"f Climate Segment "," Berberis canadensis",0
"a Climate Segment "," Besseya bullii",3
"b Climate Segment "," Besseya bullii",1
"c Climate Segment "," Besseya bullii",0
"d Climate Segment "," Besseya bullii",0
"e Climate Segment "," Besseya bullii",0
"f Climate Segment "," Besseya bullii",0
"a Climate Segment "," Betula alleghaniensis",7
"b Climate Segment "," Betula alleghaniensis",1
"c Climate Segment "," Betula alleghaniensis",0
"d Climate Segment "," Betula alleghaniensis",0
"e Climate Segment "," Betula alleghaniensis",1
"f Climate Segment "," Betula alleghaniensis",0
"a Climate Segment "," Betula nigra",8
"b Climate Segment "," Betula nigra",0
"c Climate Segment "," Betula nigra",2
"d Climate Segment "," Betula nigra",5
"e Climate Segment "," Betula nigra",8
"f Climate Segment "," Betula nigra",6
"a Climate Segment "," Betula papyrifera",2
"b Climate Segment "," Betula papyrifera",0
"c Climate Segment "," Betula papyrifera",0
"d Climate Segment "," Betula papyrifera",0
"e Climate Segment "," Betula papyrifera",0
"f Climate Segment "," Betula papyrifera",0
"a Climate Segment "," Betula pumila",11
"b Climate Segment "," Betula pumila",2
"c Climate Segment "," Betula pumila",0
"d Climate Segment "," Betula pumila",0
"e Climate Segment "," Betula pumila",0
"f Climate Segment "," Betula pumila",0
"a Climate Segment "," Bidens aristosa",1
"b Climate Segment "," Bidens aristosa",0
"c Climate Segment "," Bidens aristosa",2
"d Climate Segment "," Bidens aristosa",5
"e Climate Segment "," Bidens aristosa",5
"f Climate Segment "," Bidens aristosa",3
"a Climate Segment "," Bidens beckii",4
"b Climate Segment "," Bidens beckii",1
"c Climate Segment "," Bidens beckii",0
"d Climate Segment "," Bidens beckii",0
"e Climate Segment "," Bidens beckii",0
"f Climate Segment "," Bidens beckii",0
"a Climate Segment "," Bidens bipinnata",2
"b Climate Segment "," Bidens bipinnata",5
"c Climate Segment "," Bidens bipinnata",5
"d Climate Segment "," Bidens bipinnata",4
"e Climate Segment "," Bidens bipinnata",4
"f Climate Segment "," Bidens bipinnata",3
"a Climate Segment "," Bidens cernua",14
"b Climate Segment "," Bidens cernua",10
"c Climate Segment "," Bidens cernua",7
"d Climate Segment "," Bidens cernua",5
"e Climate Segment "," Bidens cernua",1
"f Climate Segment "," Bidens cernua",2
"a Climate Segment "," Bidens connata",8
"b Climate Segment "," Bidens connata",5
"c Climate Segment "," Bidens connata",2
"d Climate Segment "," Bidens connata",0
"e Climate Segment "," Bidens connata",0
"f Climate Segment "," Bidens connata",0
"a Climate Segment "," Bidens discoidea",5
"b Climate Segment "," Bidens discoidea",5
"c Climate Segment "," Bidens discoidea",3
"d Climate Segment "," Bidens discoidea",1
"e Climate Segment "," Bidens discoidea",1
"f Climate Segment "," Bidens discoidea",2
"a Climate Segment "," Bidens frondosa",11
"b Climate Segment "," Bidens frondosa",8
"c Climate Segment "," Bidens frondosa",8
"d Climate Segment "," Bidens frondosa",4
"e Climate Segment "," Bidens frondosa",10
"f Climate Segment "," Bidens frondosa",4
"a Climate Segment "," Bidens polylepis",0
"b Climate Segment "," Bidens polylepis",0
"c Climate Segment "," Bidens polylepis",1
"d Climate Segment "," Bidens polylepis",1
