"","climateSegment","speciesName","count"
"1852","d Climate Segment "," Carex muehlenbergii",1
"1853","e Climate Segment "," Carex muehlenbergii",4
"1854","f Climate Segment "," Carex muehlenbergii",2
"1873","a Climate Segment "," Carex oligosperma",5
"1874","b Climate Segment "," Carex oligosperma",0
"1875","c Climate Segment "," Carex oligosperma",0
"1876","d Climate Segment "," Carex oligosperma",0
"1877","e Climate Segment "," Carex oligosperma",0
"1878","f Climate Segment "," Carex oligosperma",0
"1879","a Climate Segment "," Carex pellita",15
"1880","b Climate Segment "," Carex pellita",6
"1881","c Climate Segment "," Carex pellita",1
"1882","d Climate Segment "," Carex pellita",1
"1883","e Climate Segment "," Carex pellita",3
"1884","f Climate Segment "," Carex pellita",1
"1885","a Climate Segment "," Carex pensylvanica",11
"1886","b Climate Segment "," Carex pensylvanica",7
"1887","c Climate Segment "," Carex pensylvanica",3
"1888","d Climate Segment "," Carex pensylvanica",1
"1889","e Climate Segment "," Carex pensylvanica",0
"1890","f Climate Segment "," Carex pensylvanica",0
"1933","a Climate Segment "," Carex retroflexa",0
"1934","b Climate Segment "," Carex retroflexa",0
"1935","c Climate Segment "," Carex retroflexa",0
"1936","d Climate Segment "," Carex retroflexa",2
"1937","e Climate Segment "," Carex retroflexa",1
"1938","f Climate Segment "," Carex retroflexa",2
"1957","a Climate Segment "," Carex scoparia",10
"1958","b Climate Segment "," Carex scoparia",2
"1959","c Climate Segment "," Carex scoparia",0
"1960","d Climate Segment "," Carex scoparia",1
"1961","e Climate Segment "," Carex scoparia",1
"1962","f Climate Segment "," Carex scoparia",0
"1963","a Climate Segment "," Carex shortiana",0
"1964","b Climate Segment "," Carex shortiana",8
"1965","c Climate Segment "," Carex shortiana",13
"1966","d Climate Segment "," Carex shortiana",7
"1967","e Climate Segment "," Carex shortiana",9
"1968","f Climate Segment "," Carex shortiana",5
"1969","a Climate Segment "," Carex siccata",5
"1970","b Climate Segment "," Carex siccata",0
"1971","c Climate Segment "," Carex siccata",0
"1972","d Climate Segment "," Carex siccata",0
"1973","e Climate Segment "," Carex siccata",0
"1974","f Climate Segment "," Carex siccata",0
"1987","a Climate Segment "," Carex squarrosa",0
"1988","b Climate Segment "," Carex squarrosa",6
"1989","c Climate Segment "," Carex squarrosa",6
"1990","d Climate Segment "," Carex squarrosa",6
"1991","e Climate Segment "," Carex squarrosa",11
"1992","f Climate Segment "," Carex squarrosa",6
"2011","a Climate Segment "," Carex stricta",10
"2012","b Climate Segment "," Carex stricta",5
"2013","c Climate Segment "," Carex stricta",0
"2014","d Climate Segment "," Carex stricta",1
"2015","e Climate Segment "," Carex stricta",0
"2016","f Climate Segment "," Carex stricta",0
"2017","a Climate Segment "," Carex suberecta",9
"2018","b Climate Segment "," Carex suberecta",2
"2019","c Climate Segment "," Carex suberecta",0
"2020","d Climate Segment "," Carex suberecta",2
"2021","e Climate Segment "," Carex suberecta",0
"2022","f Climate Segment "," Carex suberecta",0
"2053","a Climate Segment "," Carex tonsa",5
"2054","b Climate Segment "," Carex tonsa",0
"2055","c Climate Segment "," Carex tonsa",0
"2056","d Climate Segment "," Carex tonsa",0
"2057","e Climate Segment "," Carex tonsa",0
"2058","f Climate Segment "," Carex tonsa",0
"2077","a Climate Segment "," Carex trisperma",8
"2078","b Climate Segment "," Carex trisperma",0
"2079","c Climate Segment "," Carex trisperma",0
"2080","d Climate Segment "," Carex trisperma",0
"2081","e Climate Segment "," Carex trisperma",0
"2082","f Climate Segment "," Carex trisperma",0
"2089","a Climate Segment "," Carex typhina",2
"2090","b Climate Segment "," Carex typhina",2
"2091","c Climate Segment "," Carex typhina",0
"2092","d Climate Segment "," Carex typhina",1
"2093","e Climate Segment "," Carex typhina",7
"2094","f Climate Segment "," Carex typhina",3
"2113","a Climate Segment "," Carex virescens",0
"2114","b Climate Segment "," Carex virescens",0
"2115","c Climate Segment "," Carex virescens",3
"2116","d Climate Segment "," Carex virescens",4
"2117","e Climate Segment "," Carex virescens",7
"2118","f Climate Segment "," Carex virescens",3
"2125","a Climate Segment "," Carex viridula",9
"2126","b Climate Segment "," Carex viridula",2
"2127","c Climate Segment "," Carex viridula",0
"2128","d Climate Segment "," Carex viridula",0
"2129","e Climate Segment "," Carex viridula",0
"2130","f Climate Segment "," Carex viridula",0
"2137","a Climate Segment "," Carex willdenowii",0
"2138","b Climate Segment "," Carex willdenowii",0
"2139","c Climate Segment "," Carex willdenowii",3
"2140","d Climate Segment "," Carex willdenowii",3
"2141","e Climate Segment "," Carex willdenowii",12
"2142","f Climate Segment "," Carex willdenowii",4
"2167","a Climate Segment "," Carya illinoinensis",0
"2168","b Climate Segment "," Carya illinoinensis",1
"2169","c Climate Segment "," Carya illinoinensis",1
"2170","d Climate Segment "," Carya illinoinensis",2
"2171","e Climate Segment "," Carya illinoinensis",1
"2172","f Climate Segment "," Carya illinoinensis",4
"2191","a Climate Segment "," Carya tomentosa",6
"2192","b Climate Segment "," Carya tomentosa",2
"2193","c Climate Segment "," Carya tomentosa",0
"2194","d Climate Segment "," Carya tomentosa",4
"2195","e Climate Segment "," Carya tomentosa",4
"2196","f Climate Segment "," Carya tomentosa",5
"2197","a Climate Segment "," Castanea dentata",0
"2198","b Climate Segment "," Castanea dentata",0
"2199","c Climate Segment "," Castanea dentata",1
"2200","d Climate Segment "," Castanea dentata",1
"2201","e Climate Segment "," Castanea dentata",7
"2202","f Climate Segment "," Castanea dentata",1
"2203","a Climate Segment "," Castilleja coccinea",10
"2204","b Climate Segment "," Castilleja coccinea",1
"2205","c Climate Segment "," Castilleja coccinea",0
"2206","d Climate Segment "," Castilleja coccinea",0
"2207","e Climate Segment "," Castilleja coccinea",0
"2208","f Climate Segment "," Castilleja coccinea",0
"2209","a Climate Segment "," Catalpa speciosa",0
"2210","b Climate Segment "," Catalpa speciosa",1
"2211","c Climate Segment "," Catalpa speciosa",1
"2212","d Climate Segment "," Catalpa speciosa",0
"2213","e Climate Segment "," Catalpa speciosa",1
"2214","f Climate Segment "," Catalpa speciosa",5
"2221","a Climate Segment "," Ceanothus americanus",17
"2222","b Climate Segment "," Ceanothus americanus",9
"2223","c Climate Segment "," Ceanothus americanus",2
"2224","d Climate Segment "," Ceanothus americanus",6
"2225","e Climate Segment "," Ceanothus americanus",5
"2226","f Climate Segment "," Ceanothus americanus",6
"2233","a Climate Segment "," Celtis laevigata",0
"2234","b Climate Segment "," Celtis laevigata",0
"2235","c Climate Segment "," Celtis laevigata",0
"2236","d Climate Segment "," Celtis laevigata",1
"2237","e Climate Segment "," Celtis laevigata",3
"2238","f Climate Segment "," Celtis laevigata",4
"2245","a Climate Segment "," Celtis tenuifolia",2
"2246","b Climate Segment "," Celtis tenuifolia",0
"2247","c Climate Segment "," Celtis tenuifolia",0
"2248","d Climate Segment "," Celtis tenuifolia",1
"2249","e Climate Segment "," Celtis tenuifolia",4
"2250","f Climate Segment "," Celtis tenuifolia",3
"2281","a Climate Segment "," Cerastium nutans",0
"2282","b Climate Segment "," Cerastium nutans",6
"2283","c Climate Segment "," Cerastium nutans",2
"2284","d Climate Segment "," Cerastium nutans",7
"2285","e Climate Segment "," Cerastium nutans",6
"2286","f Climate Segment "," Cerastium nutans",2
"2293","a Climate Segment "," Ceratophyllum demersum",9
"2294","b Climate Segment "," Ceratophyllum demersum",5
"2295","c Climate Segment "," Ceratophyllum demersum",1
"2296","d Climate Segment "," Ceratophyllum demersum",2
"2297","e Climate Segment "," Ceratophyllum demersum",0
"2298","f Climate Segment "," Ceratophyllum demersum",2
"2305","a Climate Segment "," Chaerophyllum procumbens",0
"2306","b Climate Segment "," Chaerophyllum procumbens",8
"2307","c Climate Segment "," Chaerophyllum procumbens",9
"2308","d Climate Segment "," Chaerophyllum procumbens",9
"2309","e Climate Segment "," Chaerophyllum procumbens",8
"2310","f Climate Segment "," Chaerophyllum procumbens",4
"2323","a Climate Segment "," Chamaecrista nictitans",6
"2324","b Climate Segment "," Chamaecrista nictitans",0
"2325","c Climate Segment "," Chamaecrista nictitans",0
"2326","d Climate Segment "," Chamaecrista nictitans",5
"2327","e Climate Segment "," Chamaecrista nictitans",7
"2328","f Climate Segment "," Chamaecrista nictitans",3
"2329","a Climate Segment "," Chamaedaphne calyculata",7
"2330","b Climate Segment "," Chamaedaphne calyculata",1
"2331","c Climate Segment "," Chamaedaphne calyculata",0
"2332","d Climate Segment "," Chamaedaphne calyculata",0
"2333","e Climate Segment "," Chamaedaphne calyculata",0
"2334","f Climate Segment "," Chamaedaphne calyculata",0
"2341","a Climate Segment "," Chamaenerion angustifolium",11
"2342","b Climate Segment "," Chamaenerion angustifolium",2
"2343","c Climate Segment "," Chamaenerion angustifolium",2
"2344","d Climate Segment "," Chamaenerion angustifolium",0
"2345","e Climate Segment "," Chamaenerion angustifolium",0
"2346","f Climate Segment "," Chamaenerion angustifolium",0
"2347","a Climate Segment "," Chasmanthium latifolium",0
"2348","b Climate Segment "," Chasmanthium latifolium",0
"2349","c Climate Segment "," Chasmanthium latifolium",1
"2350","d Climate Segment "," Chasmanthium latifolium",1
"2351","e Climate Segment "," Chasmanthium latifolium",9
"2352","f Climate Segment "," Chasmanthium latifolium",5
"2365","a Climate Segment "," Chenopodiastrum simplex",8
"2366","b Climate Segment "," Chenopodiastrum simplex",3
"2367","c Climate Segment "," Chenopodiastrum simplex",0
"2368","d Climate Segment "," Chenopodiastrum simplex",0
"2369","e Climate Segment "," Chenopodiastrum simplex",0
"2370","f Climate Segment "," Chenopodiastrum simplex",0
"2377","a Climate Segment "," Chenopodium pratericola",6
"2378","b Climate Segment "," Chenopodium pratericola",0
"2379","c Climate Segment "," Chenopodium pratericola",0
"2380","d Climate Segment "," Chenopodium pratericola",0
"2381","e Climate Segment "," Chenopodium pratericola",0
"2382","f Climate Segment "," Chenopodium pratericola",0
"2395","a Climate Segment "," Chimaphila umbellata",7
"2396","b Climate Segment "," Chimaphila umbellata",0
"2397","c Climate Segment "," Chimaphila umbellata",0
"2398","d Climate Segment "," Chimaphila umbellata",0
"2399","e Climate Segment "," Chimaphila umbellata",0
"2400","f Climate Segment "," Chimaphila umbellata",0
"2407","a Climate Segment "," Cicuta bulbifera",9
"2408","b Climate Segment "," Cicuta bulbifera",6
"2409","c Climate Segment "," Cicuta bulbifera",1
"2410","d Climate Segment "," Cicuta bulbifera",0
"2411","e Climate Segment "," Cicuta bulbifera",0
"2412","f Climate Segment "," Cicuta bulbifera",0
"2443","a Climate Segment "," Cirsium carolinianum",0
"2444","b Climate Segment "," Cirsium carolinianum",0
"2445","c Climate Segment "," Cirsium carolinianum",0
"2446","d Climate Segment "," Cirsium carolinianum",0
"2447","e Climate Segment "," Cirsium carolinianum",2
"2448","f Climate Segment "," Cirsium carolinianum",2
"2449","a Climate Segment "," Cirsium discolor",7
"2450","b Climate Segment "," Cirsium discolor",7
"2451","c Climate Segment "," Cirsium discolor",9
"2452","d Climate Segment "," Cirsium discolor",1
"2453","e Climate Segment "," Cirsium discolor",0
"2454","f Climate Segment "," Cirsium discolor",0
"2455","a Climate Segment "," Cirsium muticum",11
"2456","b Climate Segment "," Cirsium muticum",6
"2457","c Climate Segment "," Cirsium muticum",2
"2458","d Climate Segment "," Cirsium muticum",1
"2459","e Climate Segment "," Cirsium muticum",0
"2460","f Climate Segment "," Cirsium muticum",0
"2467","a Climate Segment "," Cirsium pumilum",6
"2468","b Climate Segment "," Cirsium pumilum",0
"2469","c Climate Segment "," Cirsium pumilum",0
"2470","d Climate Segment "," Cirsium pumilum",0
"2471","e Climate Segment "," Cirsium pumilum",0
"2472","f Climate Segment "," Cirsium pumilum",0
"2473","a Climate Segment "," Cladium mariscoides",13
"2474","b Climate Segment "," Cladium mariscoides",4
"2475","c Climate Segment "," Cladium mariscoides",1
"2476","d Climate Segment "," Cladium mariscoides",0
"2477","e Climate Segment "," Cladium mariscoides",0
"2478","f Climate Segment "," Cladium mariscoides",0
"2491","a Climate Segment "," Clematis pitcheri",0
"2492","b Climate Segment "," Clematis pitcheri",0
"2493","c Climate Segment "," Clematis pitcheri",0
"2494","d Climate Segment "," Clematis pitcheri",0
"2495","e Climate Segment "," Clematis pitcheri",1
"2496","f Climate Segment "," Clematis pitcheri",3
"2527","a Climate Segment "," Clitoria mariana",0
"2528","b Climate Segment "," Clitoria mariana",0
"2529","c Climate Segment "," Clitoria mariana",0
"2530","d Climate Segment "," Clitoria mariana",0
"2531","e Climate Segment "," Clitoria mariana",2
"2532","f Climate Segment "," Clitoria mariana",3
"2533","a Climate Segment "," Cocculus carolinus",0
"2534","b Climate Segment "," Cocculus carolinus",0
"2535","c Climate Segment "," Cocculus carolinus",0
"2536","d Climate Segment "," Cocculus carolinus",0
"2537","e Climate Segment "," Cocculus carolinus",1
"2538","f Climate Segment "," Cocculus carolinus",4
"2545","a Climate Segment "," Coleataenia anceps",0
"2546","b Climate Segment "," Coleataenia anceps",0
"2547","c Climate Segment "," Coleataenia anceps",0
"2548","d Climate Segment "," Coleataenia anceps",2
"2549","e Climate Segment "," Coleataenia anceps",3
"2550","f Climate Segment "," Coleataenia anceps",5
"2551","a Climate Segment "," Coleataenia rigidula",11
"2552","b Climate Segment "," Coleataenia rigidula",0
"2553","c Climate Segment "," Coleataenia rigidula",2
"2554","d Climate Segment "," Coleataenia rigidula",3
"2555","e Climate Segment "," Coleataenia rigidula",6
"2556","f Climate Segment "," Coleataenia rigidula",5
"2557","a Climate Segment "," Coleataenia stipitata",0
"2558","b Climate Segment "," Coleataenia stipitata",0
"2559","c Climate Segment "," Coleataenia stipitata",1
"2560","d Climate Segment "," Coleataenia stipitata",1
"2561","e Climate Segment "," Coleataenia stipitata",5
"2562","f Climate Segment "," Coleataenia stipitata",0
"2575","a Climate Segment "," Comandra umbellata",14
"2576","b Climate Segment "," Comandra umbellata",7
"2577","c Climate Segment "," Comandra umbellata",2
"2578","d Climate Segment "," Comandra umbellata",2
"2579","e Climate Segment "," Comandra umbellata",2
"2580","f Climate Segment "," Comandra umbellata",3
"2581","a Climate Segment "," Comarum palustre",8
"2582","b Climate Segment "," Comarum palustre",3
"2583","c Climate Segment "," Comarum palustre",0
"2584","d Climate Segment "," Comarum palustre",0
"2585","e Climate Segment "," Comarum palustre",0
"2586","f Climate Segment "," Comarum palustre",0
"2587","a Climate Segment "," Commelina diffusa",0
"2588","b Climate Segment "," Commelina diffusa",0
"2589","c Climate Segment "," Commelina diffusa",0
