,county,segment,speciesName,n,climatesp
305,Allen,b Climate Segment,Salix sericea,3,b Climate Segment Divide Salix sericea
306,Allen,b Climate Segment,Hylodesmum nudiflorum,1,b Climate Segment Divide Hylodesmum nudiflorum
307,Allen,b Climate Segment,Hypericum boreale,1,b Climate Segment Divide Hypericum boreale
308,Allen,b Climate Segment,Galium pilosum,1,b Climate Segment Divide Galium pilosum
309,Allen,b Climate Segment,Asimina triloba,1,b Climate Segment Divide Asimina triloba
310,Allen,b Climate Segment,Astragalus canadensis,1,b Climate Segment Divide Astragalus canadensis
311,Allen,b Climate Segment,Athyrium filix-femina,1,b Climate Segment Divide Athyrium filix-femina
312,Allen,b Climate Segment,Hydrophyllum appendiculatum,2,b Climate Segment Divide Hydrophyllum appendiculatum
313,Allen,b Climate Segment,Silene antirrhina,1,b Climate Segment Divide Silene antirrhina
314,Allen,b Climate Segment,Solidago caesia,1,b Climate Segment Divide Solidago caesia
315,Allen,b Climate Segment,Solidago canadensis,1,b Climate Segment Divide Solidago canadensis
316,Allen,b Climate Segment,Solidago flexicaulis,1,b Climate Segment Divide Solidago flexicaulis
317,Allen,b Climate Segment,Solidago nemoralis,2,b Climate Segment Divide Solidago nemoralis
318,Allen,b Climate Segment,Galium circaezans,1,b Climate Segment Divide Galium circaezans
319,Allen,b Climate Segment,Smilax ecirrhata,1,b Climate Segment Divide Smilax ecirrhata
320,Allen,b Climate Segment,Smilax lasioneura,1,b Climate Segment Divide Smilax lasioneura
321,Allen,b Climate Segment,Hamamelis virginiana,2,b Climate Segment Divide Hamamelis virginiana
322,Allen,b Climate Segment,Sambucus canadensis,2,b Climate Segment Divide Sambucus canadensis
323,Allen,b Climate Segment,Samolus parviflorus,1,b Climate Segment Divide Samolus parviflorus
324,Allen,b Climate Segment,Helianthus decapetalus,1,b Climate Segment Divide Helianthus decapetalus
325,Allen,b Climate Segment,Solanum carolinense,1,b Climate Segment Divide Solanum carolinense
326,Allen,b Climate Segment,Solanum ptychanthum,1,b Climate Segment Divide Solanum ptychanthum
327,Allen,b Climate Segment,Silene latifolia,1,b Climate Segment Divide Silene latifolia
328,Allen,b Climate Segment,Silene stellata,1,b Climate Segment Divide Silene stellata
329,Allen,b Climate Segment,Silene virginica,1,b Climate Segment Divide Silene virginica
330,Allen,b Climate Segment,Silphium asteriscus,4,b Climate Segment Divide Silphium asteriscus
331,Allen,b Climate Segment,Solidago patula,1,b Climate Segment Divide Solidago patula
332,Allen,b Climate Segment,Galium concinnum,1,b Climate Segment Divide Galium concinnum
333,Allen,b Climate Segment,Galium obtusum,1,b Climate Segment Divide Galium obtusum
334,Allen,b Climate Segment,Asclepias tuberosa,2,b Climate Segment Divide Asclepias tuberosa
335,Allen,b Climate Segment,Houstonia longifolia,1,b Climate Segment Divide Houstonia longifolia
336,Allen,b Climate Segment,Huperzia lucidula,1,b Climate Segment Divide Huperzia lucidula
337,Allen,b Climate Segment,Hydrastis canadensis,1,b Climate Segment Divide Hydrastis canadensis
338,Allen,b Climate Segment,Scutellaria parvula,1,b Climate Segment Divide Scutellaria parvula
339,Allen,b Climate Segment,Setaria pumila,1,b Climate Segment Divide Setaria pumila
340,Allen,b Climate Segment,Gentiana andrewsii,1,b Climate Segment Divide Gentiana andrewsii
341,Allen,b Climate Segment,Gentianella quinquefolia,1,b Climate Segment Divide Gentianella quinquefolia
342,Allen,b Climate Segment,Zanthoxylum americanum,1,b Climate Segment Divide Zanthoxylum americanum
343,Allen,b Climate Segment,Zizia aurea,1,b Climate Segment Divide Zizia aurea
344,Allen,b Climate Segment,Asclepias exaltata,1,b Climate Segment Divide Asclepias exaltata
345,Allen,b Climate Segment,Solidago rigida,1,b Climate Segment Divide Solidago rigida
346,Allen,b Climate Segment,Hackelia virginiana,1,b Climate Segment Divide Hackelia virginiana
347,Allen,b Climate Segment,Allium cernuum,1,b Climate Segment Divide Allium cernuum
348,Allen,b Climate Segment,Viola blanda,1,b Climate Segment Divide Viola blanda
349,Allen,b Climate Segment,Viola labradorica,1,b Climate Segment Divide Viola labradorica
350,Allen,b Climate Segment,Viola pubescens,1,b Climate Segment Divide Viola pubescens
351,Allen,b Climate Segment,Viola rostrata,1,b Climate Segment Divide Viola rostrata
352,Allen,b Climate Segment,Galium triflorum,1,b Climate Segment Divide Galium triflorum
353,Allen,b Climate Segment,Aralia racemosa,1,b Climate Segment Divide Aralia racemosa
354,Allen,b Climate Segment,Arisaema dracontium,1,b Climate Segment Divide Arisaema dracontium
355,Allen,b Climate Segment,Arisaema triphyllum,1,b Climate Segment Divide Arisaema triphyllum
356,Allen,b Climate Segment,Arnoglossum atriplicifolium,2,b Climate Segment Divide Arnoglossum atriplicifolium
357,Allen,b Climate Segment,Salix lucida,3,b Climate Segment Divide Salix lucida
358,Allen,b Climate Segment,Asclepias incarnata,1,b Climate Segment Divide Asclepias incarnata
359,Allen,b Climate Segment,Asclepias purpurascens,1,b Climate Segment Divide Asclepias purpurascens
360,Allen,b Climate Segment,Hordeum jubatum,1,b Climate Segment Divide Hordeum jubatum
361,Allen,b Climate Segment,Cyperus strigosus,1,b Climate Segment Divide Cyperus strigosus
362,Allen,b Climate Segment,Cypripedium acaule,1,b Climate Segment Divide Cypripedium acaule
363,Allen,b Climate Segment,Cypripedium parviflorum,2,b Climate Segment Divide Cypripedium parviflorum
364,Allen,b Climate Segment,Helenium autumnale,1,b Climate Segment Divide Helenium autumnale
365,Allen,b Climate Segment,Sanicula marilandica,1,b Climate Segment Divide Sanicula marilandica
366,Allen,b Climate Segment,Gaylussacia baccata,1,b Climate Segment Divide Gaylussacia baccata
367,Allen,b Climate Segment,Bartonia virginica,1,b Climate Segment Divide Bartonia virginica
368,Allen,b Climate Segment,Betula alleghaniensis,7,b Climate Segment Divide Betula alleghaniensis
369,Allen,b Climate Segment,Betula pumila,2,b Climate Segment Divide Betula pumila
370,Allen,b Climate Segment,Asarum canadense,1,b Climate Segment Divide Asarum canadense
371,Allen,b Climate Segment,Salix nigra,1,b Climate Segment Divide Salix nigra
372,Allen,b Climate Segment,Salix petiolaris,1,b Climate Segment Divide Salix petiolaris
373,Allen,b Climate Segment,Vicia caroliniana,1,b Climate Segment Divide Vicia caroliniana
374,Allen,b Climate Segment,Scrophularia marilandica,2,b Climate Segment Divide Scrophularia marilandica
375,Allen,b Climate Segment,Scutellaria lateriflora,1,b Climate Segment Divide Scutellaria lateriflora
376,Allen,b Climate Segment,Scutellaria nervosa,1,b Climate Segment Divide Scutellaria nervosa
377,Allen,b Climate Segment,Scutellaria ovata,1,b Climate Segment Divide Scutellaria ovata
378,Allen,b Climate Segment,Aquilegia canadensis,1,b Climate Segment Divide Aquilegia canadensis
379,Allen,b Climate Segment,Aralia nudicaulis,1,b Climate Segment Divide Aralia nudicaulis
380,Allen,b Climate Segment,Coreopsis tripteris,1,b Climate Segment Divide Coreopsis tripteris
381,Allen,b Climate Segment,Cornus alternifolia,1,b Climate Segment Divide Cornus alternifolia
382,Allen,b Climate Segment,Cornus drummondii,1,b Climate Segment Divide Cornus drummondii
383,Allen,b Climate Segment,Bidens bipinnata,1,b Climate Segment Divide Bidens bipinnata
384,Allen,b Climate Segment,Fraxinus pennsylvanica,1,b Climate Segment Divide Fraxinus pennsylvanica
385,Allen,b Climate Segment,Viburnum rafinesquianum,1,b Climate Segment Divide Viburnum rafinesquianum
386,Allen,b Climate Segment,Solidago juncea,4,b Climate Segment Divide Solidago juncea
387,Allen,b Climate Segment,Crataegus crus-galli,2,b Climate Segment Divide Crataegus crus-galli
388,Allen,b Climate Segment,Crataegus macrosperma,2,b Climate Segment Divide Crataegus macrosperma
389,Allen,b Climate Segment,Crataegus margarettae,5,b Climate Segment Divide Crataegus margarettae
390,Allen,b Climate Segment,Crataegus mollis,2,b Climate Segment Divide Crataegus mollis
391,Allen,b Climate Segment,Crataegus pruinosa,4,b Climate Segment Divide Crataegus pruinosa
392,Allen,b Climate Segment,Crataegus punctata,6,b Climate Segment Divide Crataegus punctata
393,Allen,b Climate Segment,Aureolaria flava,1,b Climate Segment Divide Aureolaria flava
394,Allen,b Climate Segment,Viola striata,1,b Climate Segment Divide Viola striata
395,Allen,b Climate Segment,Vitis riparia,1,b Climate Segment Divide Vitis riparia
396,Allen,b Climate Segment,Cornus obliqua,4,b Climate Segment Divide Cornus obliqua
397,Allen,b Climate Segment,Bidens cernua,3,b Climate Segment Divide Bidens cernua
398,Allen,b Climate Segment,Solidago gigantea,3,b Climate Segment Divide Solidago gigantea
399,Allen,b Climate Segment,Corylus americana,2,b Climate Segment Divide Corylus americana
400,Allen,b Climate Segment,Agrostis perennans,1,b Climate Segment Divide Agrostis perennans
401,Allen,b Climate Segment,Agrostis scabra,1,b Climate Segment Divide Agrostis scabra
402,Allen,b Climate Segment,Chenopodiastrum simplex,1,b Climate Segment Divide Chenopodiastrum simplex
403,Allen,b Climate Segment,Chenopodium berlandieri,1,b Climate Segment Divide Chenopodium berlandieri
404,Allen,b Climate Segment,Sanguinaria canadensis,1,b Climate Segment Divide Sanguinaria canadensis
405,Allen,b Climate Segment,Sanicula canadensis,1,b Climate Segment Divide Sanicula canadensis
406,Allen,b Climate Segment,Sanicula trifoliata,1,b Climate Segment Divide Sanicula trifoliata
407,Allen,b Climate Segment,Sarracenia purpurea,1,b Climate Segment Divide Sarracenia purpurea
408,Allen,b Climate Segment,Helianthus divaricatus,1,b Climate Segment Divide Helianthus divaricatus
409,Allen,b Climate Segment,Vulpia octoflora,1,b Climate Segment Divide Vulpia octoflora
410,Allen,b Climate Segment,Cornus racemosa,4,b Climate Segment Divide Cornus racemosa
411,Allen,b Climate Segment,Cornus sericea,1,b Climate Segment Divide Cornus sericea
412,Allen,b Climate Segment,Agrimonia rostellata,3,b Climate Segment Divide Agrimonia rostellata
413,Allen,b Climate Segment,Hieracium scabrum,2,b Climate Segment Divide Hieracium scabrum
414,Allen,b Climate Segment,Antennaria parlinii,2,b Climate Segment Divide Antennaria parlinii
415,Allen,b Climate Segment,Apios americana,1,b Climate Segment Divide Apios americana
416,Allen,b Climate Segment,Apocynum androsaemifolium,2,b Climate Segment Divide Apocynum androsaemifolium
417,Allen,b Climate Segment,Apocynum cannabinum,5,b Climate Segment Divide Apocynum cannabinum
418,Allen,b Climate Segment,Coptis trifolia,1,b Climate Segment Divide Coptis trifolia
419,Allen,b Climate Segment,Coreopsis lanceolata,1,b Climate Segment Divide Coreopsis lanceolata
420,Allen,b Climate Segment,Eutrochium purpureum,2,b Climate Segment Divide Eutrochium purpureum
421,Allen,b Climate Segment,Fagus grandifolia,1,b Climate Segment Divide Fagus grandifolia
422,Allen,b Climate Segment,Fallopia scandens,2,b Climate Segment Divide Fallopia scandens
423,Allen,b Climate Segment,Xanthium strumarium,3,b Climate Segment Divide Xanthium strumarium
424,Allen,b Climate Segment,Salix interior,1,b Climate Segment Divide Salix interior
425,Allen,b Climate Segment,Hieracium gronovii,1,b Climate Segment Divide Hieracium gronovii
426,Allen,b Climate Segment,Fraxinus americana,1,b Climate Segment Divide Fraxinus americana
427,Allen,b Climate Segment,Viburnum prunifolium,1,b Climate Segment Divide Viburnum prunifolium
428,Allen,b Climate Segment,Ceanothus americanus,1,b Climate Segment Divide Ceanothus americanus
429,Allen,b Climate Segment,Celastrus scandens,1,b Climate Segment Divide Celastrus scandens
430,Allen,b Climate Segment,Celtis occidentalis,1,b Climate Segment Divide Celtis occidentalis
431,Allen,b Climate Segment,Cenchrus longispinus,2,b Climate Segment Divide Cenchrus longispinus
432,Allen,b Climate Segment,Cephalanthus occidentalis,2,b Climate Segment Divide Cephalanthus occidentalis
433,Allen,b Climate Segment,Viola sororia,1,b Climate Segment Divide Viola sororia
434,Allen,b Climate Segment,Crataegus succulenta,2,b Climate Segment Divide Crataegus succulenta
435,Allen,b Climate Segment,Crocanthemum bicknellii,2,b Climate Segment Divide Crocanthemum bicknellii
436,Allen,b Climate Segment,Festuca subverticillata,1,b Climate Segment Divide Festuca subverticillata
437,Allen,b Climate Segment,Fimbristylis autumnalis,1,b Climate Segment Divide Fimbristylis autumnalis
438,Allen,b Climate Segment,Fragaria virginiana,2,b Climate Segment Divide Fragaria virginiana
439,Allen,b Climate Segment,Cuscuta gronovii,1,b Climate Segment Divide Cuscuta gronovii
440,Allen,b Climate Segment,Cyperus bipartitus,1,b Climate Segment Divide Cyperus bipartitus
441,Allen,b Climate Segment,Cyperus lupulinus,2,b Climate Segment Divide Cyperus lupulinus
442,Allen,b Climate Segment,Cyperus odoratus,1,b Climate Segment Divide Cyperus odoratus
443,Allen,b Climate Segment,Bidens vulgata,2,b Climate Segment Divide Bidens vulgata
444,Allen,b Climate Segment,Cicuta bulbifera,1,b Climate Segment Divide Cicuta bulbifera
445,Allen,b Climate Segment,Cicuta maculata,1,b Climate Segment Divide Cicuta maculata
446,Allen,b Climate Segment,Andromeda polifolia,1,b Climate Segment Divide Andromeda polifolia
447,Allen,b Climate Segment,Andropogon gerardi,2,b Climate Segment Divide Andropogon gerardi
448,Allen,b Climate Segment,Anemone acutiloba,1,b Climate Segment Divide Anemone acutiloba
449,Allen,b Climate Segment,Crocanthemum canadense,1,b Climate Segment Divide Crocanthemum canadense
450,Allen,b Climate Segment,Cryptotaenia canadensis,1,b Climate Segment Divide Cryptotaenia canadensis
451,Allen,b Climate Segment,Cuscuta cephalanthi,1,b Climate Segment Divide Cuscuta cephalanthi
452,Allen,b Climate Segment,Heuchera americana,3,b Climate Segment Divide Heuchera americana
453,Allen,b Climate Segment,Scleria triglomerata,1,b Climate Segment Divide Scleria triglomerata
454,Allen,b Climate Segment,Scirpus atrovirens,1,b Climate Segment Divide Scirpus atrovirens
455,Allen,b Climate Segment,Scirpus cyperinus,5,b Climate Segment Divide Scirpus cyperinus
456,Allen,b Climate Segment,Scirpus pendulus,1,b Climate Segment Divide Scirpus pendulus
457,Allen,b Climate Segment,Conyza canadensis,1,b Climate Segment Divide Conyza canadensis
458,Allen,b Climate Segment,Pedicularis canadensis,1,b Climate Segment Divide Pedicularis canadensis
459,Allen,b Climate Segment,Peltandra virginica,1,b Climate Segment Divide Peltandra virginica
460,Allen,b Climate Segment,Penstemon digitalis,1,b Climate Segment Divide Penstemon digitalis
461,Allen,b Climate Segment,Penstemon hirsutus,1,b Climate Segment Divide Penstemon hirsutus
462,Allen,b Climate Segment,Penthorum sedoides,1,b Climate Segment Divide Penthorum sedoides
463,Allen,b Climate Segment,Persicaria amphibia,2,b Climate Segment Divide Persicaria amphibia
464,Allen,b Climate Segment,Persicaria arifolia,1,b Climate Segment Divide Persicaria arifolia
465,Allen,b Climate Segment,Persicaria lapathifolia,1,b Climate Segment Divide Persicaria lapathifolia
466,Allen,b Climate Segment,Persicaria pensylvanica,4,b Climate Segment Divide Persicaria pensylvanica
467,Allen,b Climate Segment,Persicaria sagittata,1,b Climate Segment Divide Persicaria sagittata
468,Allen,b Climate Segment,Persicaria virginiana,1,b Climate Segment Divide Persicaria virginiana
469,Allen,b Climate Segment,Phegopteris hexagonoptera,1,b Climate Segment Divide Phegopteris hexagonoptera
470,Allen,b Climate Segment,Phlox divaricata,1,b Climate Segment Divide Phlox divaricata
471,Allen,b Climate Segment,Phlox ovata,3,b Climate Segment Divide Phlox ovata
472,Allen,b Climate Segment,Phlox pilosa,2,b Climate Segment Divide Phlox pilosa
473,Allen,b Climate Segment,Phryma leptostachya,1,b Climate Segment Divide Phryma leptostachya
474,Allen,b Climate Segment,Thalictrum dasycarpum,4,b Climate Segment Divide Thalictrum dasycarpum
475,Allen,b Climate Segment,Thalictrum dioicum,2,b Climate Segment Divide Thalictrum dioicum
476,Allen,b Climate Segment,Thalictrum revolutum,2,b Climate Segment Divide Thalictrum revolutum
477,Allen,b Climate Segment,Thaspium chapmanii,1,b Climate Segment Divide Thaspium chapmanii
478,Allen,b Climate Segment,Thaspium trifoliatum,2,b Climate Segment Divide Thaspium trifoliatum
479,Allen,b Climate Segment,Lobelia inflata,1,b Climate Segment Divide Lobelia inflata
480,Allen,b Climate Segment,Lobelia siphilitica,1,b Climate Segment Divide Lobelia siphilitica
481,Allen,b Climate Segment,Lobelia spicata,1,b Climate Segment Divide Lobelia spicata
482,Allen,b Climate Segment,Ludwigia alternifolia,1,b Climate Segment Divide Ludwigia alternifolia
483,Allen,b Climate Segment,Ludwigia palustris,1,b Climate Segment Divide Ludwigia palustris
484,Allen,b Climate Segment,Blephilia ciliata,1,b Climate Segment Divide Blephilia ciliata
485,Allen,b Climate Segment,Cystopteris protrusa,1,b Climate Segment Divide Cystopteris protrusa
